condition,policy,k,n,solved,proportion,wilson95_low,wilson95_high
forced-p0,random-no-repeat,0,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,random-no-repeat,1,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,random-no-repeat,2,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,random-no-repeat,3,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,random-no-repeat,4,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,random-no-repeat,5,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,random-no-repeat,6,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,random-no-repeat,7,200,1,0.005,0.0008831687156009814,0.02777370439789293
forced-p0,random-no-repeat,8,200,1,0.005,0.0008831687156009814,0.02777370439789293
forced-p0,random-no-repeat,9,200,1,0.005,0.0008831687156009814,0.02777370439789293
forced-p0,random-no-repeat,10,200,1,0.005,0.0008831687156009814,0.02777370439789293
forced-p0,random-no-repeat,11,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0,random-no-repeat,12,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0,random-no-repeat,13,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0,random-no-repeat,14,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0,random-no-repeat,15,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0,random-no-repeat,16,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0,random-no-repeat,17,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0,random-no-repeat,18,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0,random-no-repeat,19,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0,random-no-repeat,20,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0,random-no-repeat,21,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0,random-no-repeat,22,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0,random-no-repeat,23,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0,random-no-repeat,24,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0,random-no-repeat,25,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0,random-no-repeat,26,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0,random-no-repeat,27,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0,random-no-repeat,28,200,4,0.02,0.0078044264163494685,0.050287086905826436
forced-p0,random-no-repeat,29,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0,random-no-repeat,30,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0,random-no-repeat,31,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0,random-no-repeat,32,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0,random-no-repeat,33,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0,random-no-repeat,34,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0,random-no-repeat,35,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0,random-no-repeat,36,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0,random-no-repeat,37,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0,random-no-repeat,38,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0,random-no-repeat,39,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0,random-no-repeat,40,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0,random-no-repeat,41,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0,random-no-repeat,42,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0,random-no-repeat,43,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0,random-no-repeat,44,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0,random-no-repeat,45,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0,random-no-repeat,46,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0,random-no-repeat,47,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0,random-no-repeat,48,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0,random-no-repeat,49,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0,random-no-repeat,50,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0,random-no-repeat,51,200,8,0.04,0.020405632066152306,0.07693206820093293
forced-p0,random-no-repeat,52,200,8,0.04,0.020405632066152306,0.07693206820093293
forced-p0,random-no-repeat,53,200,8,0.04,0.020405632066152306,0.07693206820093293
forced-p0,random-no-repeat,54,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0,random-no-repeat,55,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0,random-no-repeat,56,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0,random-no-repeat,57,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0,random-no-repeat,58,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0,random-no-repeat,59,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0,random-no-repeat,60,200,10,0.05,0.02738264560076393,0.08957814813877599
forced-p0,strict,0,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,strict,1,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,strict,2,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,strict,3,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0,strict,4,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0,strict,5,200,69,0.345,0.2825979437674894,0.4132441074094632
forced-p0,strict,6,200,160,0.8,0.7391448134346212,0.8495479907390189
forced-p0,strict,7,200,190,0.95,0.9104218518612239,0.972617354399236
forced-p0,strict,8,200,199,0.995,0.9722262956021069,0.9991168312843989
forced-p0,strict,9,200,200,1,0.9811546736227335,1
forced-p0,strict,10,200,200,1,0.9811546736227335,1
forced-p0,strict,11,200,200,1,0.9811546736227335,1
forced-p0,strict,12,200,200,1,0.9811546736227335,1
forced-p0,strict,13,200,200,1,0.9811546736227335,1
forced-p0,strict,14,200,200,1,0.9811546736227335,1
forced-p0,strict,15,200,200,1,0.9811546736227335,1
forced-p0,strict,16,200,200,1,0.9811546736227335,1
forced-p0,strict,17,200,200,1,0.9811546736227335,1
forced-p0,strict,18,200,200,1,0.9811546736227335,1
forced-p0,strict,19,200,200,1,0.9811546736227335,1
forced-p0,strict,20,200,200,1,0.9811546736227335,1
forced-p0,strict,21,200,200,1,0.9811546736227335,1
forced-p0,strict,22,200,200,1,0.9811546736227335,1
forced-p0,strict,23,200,200,1,0.9811546736227335,1
forced-p0,strict,24,200,200,1,0.9811546736227335,1
forced-p0,strict,25,200,200,1,0.9811546736227335,1
forced-p0,strict,26,200,200,1,0.9811546736227335,1
forced-p0,strict,27,200,200,1,0.9811546736227335,1
forced-p0,strict,28,200,200,1,0.9811546736227335,1
forced-p0,strict,29,200,200,1,0.9811546736227335,1
forced-p0,strict,30,200,200,1,0.9811546736227335,1
forced-p0,strict,31,200,200,1,0.9811546736227335,1
forced-p0,strict,32,200,200,1,0.9811546736227335,1
forced-p0,strict,33,200,200,1,0.9811546736227335,1
forced-p0,strict,34,200,200,1,0.9811546736227335,1
forced-p0,strict,35,200,200,1,0.9811546736227335,1
forced-p0,strict,36,200,200,1,0.9811546736227335,1
forced-p0,strict,37,200,200,1,0.9811546736227335,1
forced-p0,strict,38,200,200,1,0.9811546736227335,1
forced-p0,strict,39,200,200,1,0.9811546736227335,1
forced-p0,strict,40,200,200,1,0.9811546736227335,1
forced-p0,strict,41,200,200,1,0.9811546736227335,1
forced-p0,strict,42,200,200,1,0.9811546736227335,1
forced-p0,strict,43,200,200,1,0.9811546736227335,1
forced-p0,strict,44,200,200,1,0.9811546736227335,1
forced-p0,strict,45,200,200,1,0.9811546736227335,1
forced-p0,strict,46,200,200,1,0.9811546736227335,1
forced-p0,strict,47,200,200,1,0.9811546736227335,1
forced-p0,strict,48,200,200,1,0.9811546736227335,1
forced-p0,strict,49,200,200,1,0.9811546736227335,1
forced-p0,strict,50,200,200,1,0.9811546736227335,1
forced-p0,strict,51,200,200,1,0.9811546736227335,1
forced-p0,strict,52,200,200,1,0.9811546736227335,1
forced-p0,strict,53,200,200,1,0.9811546736227335,1
forced-p0,strict,54,200,200,1,0.9811546736227335,1
forced-p0,strict,55,200,200,1,0.9811546736227335,1
forced-p0,strict,56,200,200,1,0.9811546736227335,1
forced-p0,strict,57,200,200,1,0.9811546736227335,1
forced-p0,strict,58,200,200,1,0.9811546736227335,1
forced-p0,strict,59,200,200,1,0.9811546736227335,1
forced-p0,strict,60,200,200,1,0.9811546736227335,1
forced-p0,fields,0,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,fields,1,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,fields,2,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,fields,3,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0,fields,4,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0,fields,5,200,69,0.345,0.2825979437674894,0.4132441074094632
forced-p0,fields,6,200,160,0.8,0.7391448134346212,0.8495479907390189
forced-p0,fields,7,200,190,0.95,0.9104218518612239,0.972617354399236
forced-p0,fields,8,200,199,0.995,0.9722262956021069,0.9991168312843989
forced-p0,fields,9,200,200,1,0.9811546736227335,1
forced-p0,fields,10,200,200,1,0.9811546736227335,1
forced-p0,fields,11,200,200,1,0.9811546736227335,1
forced-p0,fields,12,200,200,1,0.9811546736227335,1
forced-p0,fields,13,200,200,1,0.9811546736227335,1
forced-p0,fields,14,200,200,1,0.9811546736227335,1
forced-p0,fields,15,200,200,1,0.9811546736227335,1
forced-p0,fields,16,200,200,1,0.9811546736227335,1
forced-p0,fields,17,200,200,1,0.9811546736227335,1
forced-p0,fields,18,200,200,1,0.9811546736227335,1
forced-p0,fields,19,200,200,1,0.9811546736227335,1
forced-p0,fields,20,200,200,1,0.9811546736227335,1
forced-p0,fields,21,200,200,1,0.9811546736227335,1
forced-p0,fields,22,200,200,1,0.9811546736227335,1
forced-p0,fields,23,200,200,1,0.9811546736227335,1
forced-p0,fields,24,200,200,1,0.9811546736227335,1
forced-p0,fields,25,200,200,1,0.9811546736227335,1
forced-p0,fields,26,200,200,1,0.9811546736227335,1
forced-p0,fields,27,200,200,1,0.9811546736227335,1
forced-p0,fields,28,200,200,1,0.9811546736227335,1
forced-p0,fields,29,200,200,1,0.9811546736227335,1
forced-p0,fields,30,200,200,1,0.9811546736227335,1
forced-p0,fields,31,200,200,1,0.9811546736227335,1
forced-p0,fields,32,200,200,1,0.9811546736227335,1
forced-p0,fields,33,200,200,1,0.9811546736227335,1
forced-p0,fields,34,200,200,1,0.9811546736227335,1
forced-p0,fields,35,200,200,1,0.9811546736227335,1
forced-p0,fields,36,200,200,1,0.9811546736227335,1
forced-p0,fields,37,200,200,1,0.9811546736227335,1
forced-p0,fields,38,200,200,1,0.9811546736227335,1
forced-p0,fields,39,200,200,1,0.9811546736227335,1
forced-p0,fields,40,200,200,1,0.9811546736227335,1
forced-p0,fields,41,200,200,1,0.9811546736227335,1
forced-p0,fields,42,200,200,1,0.9811546736227335,1
forced-p0,fields,43,200,200,1,0.9811546736227335,1
forced-p0,fields,44,200,200,1,0.9811546736227335,1
forced-p0,fields,45,200,200,1,0.9811546736227335,1
forced-p0,fields,46,200,200,1,0.9811546736227335,1
forced-p0,fields,47,200,200,1,0.9811546736227335,1
forced-p0,fields,48,200,200,1,0.9811546736227335,1
forced-p0,fields,49,200,200,1,0.9811546736227335,1
forced-p0,fields,50,200,200,1,0.9811546736227335,1
forced-p0,fields,51,200,200,1,0.9811546736227335,1
forced-p0,fields,52,200,200,1,0.9811546736227335,1
forced-p0,fields,53,200,200,1,0.9811546736227335,1
forced-p0,fields,54,200,200,1,0.9811546736227335,1
forced-p0,fields,55,200,200,1,0.9811546736227335,1
forced-p0,fields,56,200,200,1,0.9811546736227335,1
forced-p0,fields,57,200,200,1,0.9811546736227335,1
forced-p0,fields,58,200,200,1,0.9811546736227335,1
forced-p0,fields,59,200,200,1,0.9811546736227335,1
forced-p0,fields,60,200,200,1,0.9811546736227335,1
forced-p0,replies,0,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,replies,1,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,replies,2,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0,replies,3,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0,replies,4,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0,replies,5,200,69,0.345,0.2825979437674894,0.4132441074094632
forced-p0,replies,6,200,160,0.8,0.7391448134346212,0.8495479907390189
forced-p0,replies,7,200,190,0.95,0.9104218518612239,0.972617354399236
forced-p0,replies,8,200,199,0.995,0.9722262956021069,0.9991168312843989
forced-p0,replies,9,200,200,1,0.9811546736227335,1
forced-p0,replies,10,200,200,1,0.9811546736227335,1
forced-p0,replies,11,200,200,1,0.9811546736227335,1
forced-p0,replies,12,200,200,1,0.9811546736227335,1
forced-p0,replies,13,200,200,1,0.9811546736227335,1
forced-p0,replies,14,200,200,1,0.9811546736227335,1
forced-p0,replies,15,200,200,1,0.9811546736227335,1
forced-p0,replies,16,200,200,1,0.9811546736227335,1
forced-p0,replies,17,200,200,1,0.9811546736227335,1
forced-p0,replies,18,200,200,1,0.9811546736227335,1
forced-p0,replies,19,200,200,1,0.9811546736227335,1
forced-p0,replies,20,200,200,1,0.9811546736227335,1
forced-p0,replies,21,200,200,1,0.9811546736227335,1
forced-p0,replies,22,200,200,1,0.9811546736227335,1
forced-p0,replies,23,200,200,1,0.9811546736227335,1
forced-p0,replies,24,200,200,1,0.9811546736227335,1
forced-p0,replies,25,200,200,1,0.9811546736227335,1
forced-p0,replies,26,200,200,1,0.9811546736227335,1
forced-p0,replies,27,200,200,1,0.9811546736227335,1
forced-p0,replies,28,200,200,1,0.9811546736227335,1
forced-p0,replies,29,200,200,1,0.9811546736227335,1
forced-p0,replies,30,200,200,1,0.9811546736227335,1
forced-p0,replies,31,200,200,1,0.9811546736227335,1
forced-p0,replies,32,200,200,1,0.9811546736227335,1
forced-p0,replies,33,200,200,1,0.9811546736227335,1
forced-p0,replies,34,200,200,1,0.9811546736227335,1
forced-p0,replies,35,200,200,1,0.9811546736227335,1
forced-p0,replies,36,200,200,1,0.9811546736227335,1
forced-p0,replies,37,200,200,1,0.9811546736227335,1
forced-p0,replies,38,200,200,1,0.9811546736227335,1
forced-p0,replies,39,200,200,1,0.9811546736227335,1
forced-p0,replies,40,200,200,1,0.9811546736227335,1
forced-p0,replies,41,200,200,1,0.9811546736227335,1
forced-p0,replies,42,200,200,1,0.9811546736227335,1
forced-p0,replies,43,200,200,1,0.9811546736227335,1
forced-p0,replies,44,200,200,1,0.9811546736227335,1
forced-p0,replies,45,200,200,1,0.9811546736227335,1
forced-p0,replies,46,200,200,1,0.9811546736227335,1
forced-p0,replies,47,200,200,1,0.9811546736227335,1
forced-p0,replies,48,200,200,1,0.9811546736227335,1
forced-p0,replies,49,200,200,1,0.9811546736227335,1
forced-p0,replies,50,200,200,1,0.9811546736227335,1
forced-p0,replies,51,200,200,1,0.9811546736227335,1
forced-p0,replies,52,200,200,1,0.9811546736227335,1
forced-p0,replies,53,200,200,1,0.9811546736227335,1
forced-p0,replies,54,200,200,1,0.9811546736227335,1
forced-p0,replies,55,200,200,1,0.9811546736227335,1
forced-p0,replies,56,200,200,1,0.9811546736227335,1
forced-p0,replies,57,200,200,1,0.9811546736227335,1
forced-p0,replies,58,200,200,1,0.9811546736227335,1
forced-p0,replies,59,200,200,1,0.9811546736227335,1
forced-p0,replies,60,200,200,1,0.9811546736227335,1
forced-p0.2,random-no-repeat,0,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,random-no-repeat,1,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,random-no-repeat,2,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,random-no-repeat,3,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,random-no-repeat,4,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,random-no-repeat,5,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,random-no-repeat,6,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,random-no-repeat,7,200,1,0.005,0.0008831687156009814,0.02777370439789293
forced-p0.2,random-no-repeat,8,200,1,0.005,0.0008831687156009814,0.02777370439789293
forced-p0.2,random-no-repeat,9,200,1,0.005,0.0008831687156009814,0.02777370439789293
forced-p0.2,random-no-repeat,10,200,1,0.005,0.0008831687156009814,0.02777370439789293
forced-p0.2,random-no-repeat,11,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0.2,random-no-repeat,12,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0.2,random-no-repeat,13,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0.2,random-no-repeat,14,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0.2,random-no-repeat,15,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0.2,random-no-repeat,16,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0.2,random-no-repeat,17,200,2,0.01,0.0027466581335444384,0.0357217617161768
forced-p0.2,random-no-repeat,18,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0.2,random-no-repeat,19,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0.2,random-no-repeat,20,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0.2,random-no-repeat,21,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0.2,random-no-repeat,22,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0.2,random-no-repeat,23,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0.2,random-no-repeat,24,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0.2,random-no-repeat,25,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0.2,random-no-repeat,26,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0.2,random-no-repeat,27,200,3,0.015,0.00511423779325831,0.04316572879269026
forced-p0.2,random-no-repeat,28,200,4,0.02,0.0078044264163494685,0.050287086905826436
forced-p0.2,random-no-repeat,29,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0.2,random-no-repeat,30,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0.2,random-no-repeat,31,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0.2,random-no-repeat,32,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0.2,random-no-repeat,33,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0.2,random-no-repeat,34,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0.2,random-no-repeat,35,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0.2,random-no-repeat,36,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0.2,random-no-repeat,37,200,5,0.025,0.010724719651761264,0.05717834040664198
forced-p0.2,random-no-repeat,38,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0.2,random-no-repeat,39,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0.2,random-no-repeat,40,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0.2,random-no-repeat,41,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0.2,random-no-repeat,42,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0.2,random-no-repeat,43,200,6,0.03,0.013820314340111346,0.06389429245451925
forced-p0.2,random-no-repeat,44,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0.2,random-no-repeat,45,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0.2,random-no-repeat,46,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0.2,random-no-repeat,47,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0.2,random-no-repeat,48,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0.2,random-no-repeat,49,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0.2,random-no-repeat,50,200,7,0.035,0.017055542008567192,0.07047061152229073
forced-p0.2,random-no-repeat,51,200,8,0.04,0.020405632066152306,0.07693206820093293
forced-p0.2,random-no-repeat,52,200,8,0.04,0.020405632066152306,0.07693206820093293
forced-p0.2,random-no-repeat,53,200,8,0.04,0.020405632066152306,0.07693206820093293
forced-p0.2,random-no-repeat,54,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0.2,random-no-repeat,55,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0.2,random-no-repeat,56,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0.2,random-no-repeat,57,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0.2,random-no-repeat,58,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0.2,random-no-repeat,59,200,9,0.045,0.023852543001492997,0.0832967040018196
forced-p0.2,random-no-repeat,60,200,10,0.05,0.02738264560076393,0.08957814813877599
forced-p0.2,strict,0,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,strict,1,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,strict,2,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,strict,3,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,strict,4,200,1,0.005,0.0008831687156009814,0.02777370439789293
forced-p0.2,strict,5,200,11,0.055,0.03098534170345884,0.0957869987723084
forced-p0.2,strict,6,200,19,0.095,0.06166310271738653,0.1436016116481994
forced-p0.2,strict,7,200,19,0.095,0.06166310271738653,0.1436016116481994
forced-p0.2,strict,8,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,9,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,10,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,11,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,12,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,13,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,14,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,15,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,16,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,17,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,18,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,19,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,20,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,21,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,22,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,23,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,24,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,25,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,26,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,27,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,28,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,29,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,30,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,31,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,32,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,33,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,34,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,35,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,36,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,37,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,38,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,39,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,40,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,41,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,42,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,43,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,44,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,45,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,46,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,47,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,48,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,49,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,50,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,51,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,52,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,53,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,54,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,55,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,56,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,57,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,58,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,59,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,strict,60,200,21,0.105,0.06970748792681017,0.1551803199112304
forced-p0.2,fields,0,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,fields,1,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,fields,2,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,fields,3,200,0,0,1.734723475976807e-18,0.018845326377266575
forced-p0.2,fields,4,200,1,0.005,0.0008831687156009814,0.02777370439789293
forced-p0.2,fields,5,200,14,0.07,0.042152171828342806,0.11405480885610647
forced-p0.2,fields,6,200,28,0.14,0.09866982633455634,0.1948988086570756
forced-p0.2,fields,7,200,32,0.16,0.1156741203158702,0.21714070162067106
forced-p0.2,fields,8,200,45,0.225,0.17262369715089126,0.2877412323566053
forced-p0.2,fields,9,200,61,0.305,0.24536415630735034,0.37198552097978366
forced-p0.2,fields,10,200,73,0.365,0.301405264649268,0.433682973472594
forced-p0.2,fields,11,200,91,0.455,0.387482193098835,0.524213886275119
forced-p0.2,fields,12,200,97,0.485,0.41667385171877513,0.5538915080725428
forced-p0.2,fields,13,200,115,0.575,0.5057093264785485,0.6414638745648614
forced-p0.2,fields,14,200,130,0.65,0.5816346433604008,0.7127117587264192
forced-p0.2,fields,15,200,137,0.685,0.6176504391426966,0.745376790097715
forced-p0.2,fields,16,200,145,0.725,0.6593166064233035,0.7822029967069265
forced-p0.2,fields,17,200,153,0.765,0.7015863111723746,0.8184256658476741
forced-p0.2,fields,18,200,160,0.8,0.7391448134346212,0.8495479907390189
forced-p0.2,fields,19,200,170,0.85,0.7939442071583334,0.89286406437758
forced-p0.2,fields,20,200,172,0.86,0.8051011913429243,0.9013301736654437
forced-p0.2,fields,21,200,178,0.89,0.839073090026985,0.926227555398747
forced-p0.2,fields,22,200,183,0.915,0.8681041292843443,0.9462542498225244
forced-p0.2,fields,23,200,187,0.935,0.8919809207009312,0.961623645350847
