condition,policy,k,n,solved,proportion,wilson95_low,wilson95_high
bounded-L0,strict,26,200,200,1,0.9811546736227335,1
bounded-L0,strict,27,200,200,1,0.9811546736227335,1
bounded-L0,strict,28,200,200,1,0.9811546736227335,1
bounded-L0,strict,29,200,200,1,0.9811546736227335,1
bounded-L0,strict,30,200,200,1,0.9811546736227335,1
bounded-L0,strict,31,200,200,1,0.9811546736227335,1
bounded-L0,strict,32,200,200,1,0.9811546736227335,1
bounded-L0,strict,33,200,200,1,0.9811546736227335,1
bounded-L0,strict,34,200,200,1,0.9811546736227335,1
bounded-L0,strict,35,200,200,1,0.9811546736227335,1
bounded-L0,strict,36,200,200,1,0.9811546736227335,1
bounded-L0,strict,37,200,200,1,0.9811546736227335,1
bounded-L0,strict,38,200,200,1,0.9811546736227335,1
bounded-L0,strict,39,200,200,1,0.9811546736227335,1
bounded-L0,strict,40,200,200,1,0.9811546736227335,1
bounded-L0,strict,41,200,200,1,0.9811546736227335,1
bounded-L0,strict,42,200,200,1,0.9811546736227335,1
bounded-L0,strict,43,200,200,1,0.9811546736227335,1
bounded-L0,strict,44,200,200,1,0.9811546736227335,1
bounded-L0,strict,45,200,200,1,0.9811546736227335,1
bounded-L0,strict,46,200,200,1,0.9811546736227335,1
bounded-L0,strict,47,200,200,1,0.9811546736227335,1
bounded-L0,strict,48,200,200,1,0.9811546736227335,1
bounded-L0,strict,49,200,200,1,0.9811546736227335,1
bounded-L0,strict,50,200,200,1,0.9811546736227335,1
bounded-L0,strict,51,200,200,1,0.9811546736227335,1
bounded-L0,strict,52,200,200,1,0.9811546736227335,1
bounded-L0,strict,53,200,200,1,0.9811546736227335,1
bounded-L0,strict,54,200,200,1,0.9811546736227335,1
bounded-L0,strict,55,200,200,1,0.9811546736227335,1
bounded-L0,strict,56,200,200,1,0.9811546736227335,1
bounded-L0,strict,57,200,200,1,0.9811546736227335,1
bounded-L0,strict,58,200,200,1,0.9811546736227335,1
bounded-L0,strict,59,200,200,1,0.9811546736227335,1
bounded-L0,strict,60,200,200,1,0.9811546736227335,1
bounded-L0,fields,0,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L0,fields,1,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L0,fields,2,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L0,fields,3,200,2,0.01,0.0027466581335444384,0.0357217617161768
bounded-L0,fields,4,200,21,0.105,0.06970748792681017,0.1551803199112304
bounded-L0,fields,5,200,69,0.345,0.2825979437674894,0.4132441074094632
bounded-L0,fields,6,200,160,0.8,0.7391448134346212,0.8495479907390189
bounded-L0,fields,7,200,190,0.95,0.9104218518612239,0.972617354399236
bounded-L0,fields,8,200,199,0.995,0.9722262956021069,0.9991168312843989
bounded-L0,fields,9,200,200,1,0.9811546736227335,1
bounded-L0,fields,10,200,200,1,0.9811546736227335,1
bounded-L0,fields,11,200,200,1,0.9811546736227335,1
bounded-L0,fields,12,200,200,1,0.9811546736227335,1
bounded-L0,fields,13,200,200,1,0.9811546736227335,1
bounded-L0,fields,14,200,200,1,0.9811546736227335,1
bounded-L0,fields,15,200,200,1,0.9811546736227335,1
bounded-L0,fields,16,200,200,1,0.9811546736227335,1
bounded-L0,fields,17,200,200,1,0.9811546736227335,1
bounded-L0,fields,18,200,200,1,0.9811546736227335,1
bounded-L0,fields,19,200,200,1,0.9811546736227335,1
bounded-L0,fields,20,200,200,1,0.9811546736227335,1
bounded-L0,fields,21,200,200,1,0.9811546736227335,1
bounded-L0,fields,22,200,200,1,0.9811546736227335,1
bounded-L0,fields,23,200,200,1,0.9811546736227335,1
bounded-L0,fields,24,200,200,1,0.9811546736227335,1
bounded-L0,fields,25,200,200,1,0.9811546736227335,1
bounded-L0,fields,26,200,200,1,0.9811546736227335,1
bounded-L0,fields,27,200,200,1,0.9811546736227335,1
bounded-L0,fields,28,200,200,1,0.9811546736227335,1
bounded-L0,fields,29,200,200,1,0.9811546736227335,1
bounded-L0,fields,30,200,200,1,0.9811546736227335,1
bounded-L0,fields,31,200,200,1,0.9811546736227335,1
bounded-L0,fields,32,200,200,1,0.9811546736227335,1
bounded-L0,fields,33,200,200,1,0.9811546736227335,1
bounded-L0,fields,34,200,200,1,0.9811546736227335,1
bounded-L0,fields,35,200,200,1,0.9811546736227335,1
bounded-L0,fields,36,200,200,1,0.9811546736227335,1
bounded-L0,fields,37,200,200,1,0.9811546736227335,1
bounded-L0,fields,38,200,200,1,0.9811546736227335,1
bounded-L0,fields,39,200,200,1,0.9811546736227335,1
bounded-L0,fields,40,200,200,1,0.9811546736227335,1
bounded-L0,fields,41,200,200,1,0.9811546736227335,1
bounded-L0,fields,42,200,200,1,0.9811546736227335,1
bounded-L0,fields,43,200,200,1,0.9811546736227335,1
bounded-L0,fields,44,200,200,1,0.9811546736227335,1
bounded-L0,fields,45,200,200,1,0.9811546736227335,1
bounded-L0,fields,46,200,200,1,0.9811546736227335,1
bounded-L0,fields,47,200,200,1,0.9811546736227335,1
bounded-L0,fields,48,200,200,1,0.9811546736227335,1
bounded-L0,fields,49,200,200,1,0.9811546736227335,1
bounded-L0,fields,50,200,200,1,0.9811546736227335,1
bounded-L0,fields,51,200,200,1,0.9811546736227335,1
bounded-L0,fields,52,200,200,1,0.9811546736227335,1
bounded-L0,fields,53,200,200,1,0.9811546736227335,1
bounded-L0,fields,54,200,200,1,0.9811546736227335,1
bounded-L0,fields,55,200,200,1,0.9811546736227335,1
bounded-L0,fields,56,200,200,1,0.9811546736227335,1
bounded-L0,fields,57,200,200,1,0.9811546736227335,1
bounded-L0,fields,58,200,200,1,0.9811546736227335,1
bounded-L0,fields,59,200,200,1,0.9811546736227335,1
bounded-L0,fields,60,200,200,1,0.9811546736227335,1
bounded-L0,replies,0,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L0,replies,1,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L0,replies,2,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L0,replies,3,200,2,0.01,0.0027466581335444384,0.0357217617161768
bounded-L0,replies,4,200,21,0.105,0.06970748792681017,0.1551803199112304
bounded-L0,replies,5,200,69,0.345,0.2825979437674894,0.4132441074094632
bounded-L0,replies,6,200,160,0.8,0.7391448134346212,0.8495479907390189
bounded-L0,replies,7,200,190,0.95,0.9104218518612239,0.972617354399236
bounded-L0,replies,8,200,199,0.995,0.9722262956021069,0.9991168312843989
bounded-L0,replies,9,200,200,1,0.9811546736227335,1
bounded-L0,replies,10,200,200,1,0.9811546736227335,1
bounded-L0,replies,11,200,200,1,0.9811546736227335,1
bounded-L0,replies,12,200,200,1,0.9811546736227335,1
bounded-L0,replies,13,200,200,1,0.9811546736227335,1
bounded-L0,replies,14,200,200,1,0.9811546736227335,1
bounded-L0,replies,15,200,200,1,0.9811546736227335,1
bounded-L0,replies,16,200,200,1,0.9811546736227335,1
bounded-L0,replies,17,200,200,1,0.9811546736227335,1
bounded-L0,replies,18,200,200,1,0.9811546736227335,1
bounded-L0,replies,19,200,200,1,0.9811546736227335,1
bounded-L0,replies,20,200,200,1,0.9811546736227335,1
bounded-L0,replies,21,200,200,1,0.9811546736227335,1
bounded-L0,replies,22,200,200,1,0.9811546736227335,1
bounded-L0,replies,23,200,200,1,0.9811546736227335,1
bounded-L0,replies,24,200,200,1,0.9811546736227335,1
bounded-L0,replies,25,200,200,1,0.9811546736227335,1
bounded-L0,replies,26,200,200,1,0.9811546736227335,1
bounded-L0,replies,27,200,200,1,0.9811546736227335,1
bounded-L0,replies,28,200,200,1,0.9811546736227335,1
bounded-L0,replies,29,200,200,1,0.9811546736227335,1
bounded-L0,replies,30,200,200,1,0.9811546736227335,1
bounded-L0,replies,31,200,200,1,0.9811546736227335,1
bounded-L0,replies,32,200,200,1,0.9811546736227335,1
bounded-L0,replies,33,200,200,1,0.9811546736227335,1
bounded-L0,replies,34,200,200,1,0.9811546736227335,1
bounded-L0,replies,35,200,200,1,0.9811546736227335,1
bounded-L0,replies,36,200,200,1,0.9811546736227335,1
bounded-L0,replies,37,200,200,1,0.9811546736227335,1
bounded-L0,replies,38,200,200,1,0.9811546736227335,1
bounded-L0,replies,39,200,200,1,0.9811546736227335,1
bounded-L0,replies,40,200,200,1,0.9811546736227335,1
bounded-L0,replies,41,200,200,1,0.9811546736227335,1
bounded-L0,replies,42,200,200,1,0.9811546736227335,1
bounded-L0,replies,43,200,200,1,0.9811546736227335,1
bounded-L0,replies,44,200,200,1,0.9811546736227335,1
bounded-L0,replies,45,200,200,1,0.9811546736227335,1
bounded-L0,replies,46,200,200,1,0.9811546736227335,1
bounded-L0,replies,47,200,200,1,0.9811546736227335,1
bounded-L0,replies,48,200,200,1,0.9811546736227335,1
bounded-L0,replies,49,200,200,1,0.9811546736227335,1
bounded-L0,replies,50,200,200,1,0.9811546736227335,1
bounded-L0,replies,51,200,200,1,0.9811546736227335,1
bounded-L0,replies,52,200,200,1,0.9811546736227335,1
bounded-L0,replies,53,200,200,1,0.9811546736227335,1
bounded-L0,replies,54,200,200,1,0.9811546736227335,1
bounded-L0,replies,55,200,200,1,0.9811546736227335,1
bounded-L0,replies,56,200,200,1,0.9811546736227335,1
bounded-L0,replies,57,200,200,1,0.9811546736227335,1
bounded-L0,replies,58,200,200,1,0.9811546736227335,1
bounded-L0,replies,59,200,200,1,0.9811546736227335,1
bounded-L0,replies,60,200,200,1,0.9811546736227335,1
bounded-L0,known-L,0,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L0,known-L,1,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L0,known-L,2,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L0,known-L,3,200,2,0.01,0.0027466581335444384,0.0357217617161768
bounded-L0,known-L,4,200,21,0.105,0.06970748792681017,0.1551803199112304
bounded-L0,known-L,5,200,69,0.345,0.2825979437674894,0.4132441074094632
bounded-L0,known-L,6,200,160,0.8,0.7391448134346212,0.8495479907390189
bounded-L0,known-L,7,200,190,0.95,0.9104218518612239,0.972617354399236
bounded-L0,known-L,8,200,199,0.995,0.9722262956021069,0.9991168312843989
bounded-L0,known-L,9,200,200,1,0.9811546736227335,1
bounded-L0,known-L,10,200,200,1,0.9811546736227335,1
bounded-L0,known-L,11,200,200,1,0.9811546736227335,1
bounded-L0,known-L,12,200,200,1,0.9811546736227335,1
bounded-L0,known-L,13,200,200,1,0.9811546736227335,1
bounded-L0,known-L,14,200,200,1,0.9811546736227335,1
bounded-L0,known-L,15,200,200,1,0.9811546736227335,1
bounded-L0,known-L,16,200,200,1,0.9811546736227335,1
bounded-L0,known-L,17,200,200,1,0.9811546736227335,1
bounded-L0,known-L,18,200,200,1,0.9811546736227335,1
bounded-L0,known-L,19,200,200,1,0.9811546736227335,1
bounded-L0,known-L,20,200,200,1,0.9811546736227335,1
bounded-L0,known-L,21,200,200,1,0.9811546736227335,1
bounded-L0,known-L,22,200,200,1,0.9811546736227335,1
bounded-L0,known-L,23,200,200,1,0.9811546736227335,1
bounded-L0,known-L,24,200,200,1,0.9811546736227335,1
bounded-L0,known-L,25,200,200,1,0.9811546736227335,1
bounded-L0,known-L,26,200,200,1,0.9811546736227335,1
bounded-L0,known-L,27,200,200,1,0.9811546736227335,1
bounded-L0,known-L,28,200,200,1,0.9811546736227335,1
bounded-L0,known-L,29,200,200,1,0.9811546736227335,1
bounded-L0,known-L,30,200,200,1,0.9811546736227335,1
bounded-L0,known-L,31,200,200,1,0.9811546736227335,1
bounded-L0,known-L,32,200,200,1,0.9811546736227335,1
bounded-L0,known-L,33,200,200,1,0.9811546736227335,1
bounded-L0,known-L,34,200,200,1,0.9811546736227335,1
bounded-L0,known-L,35,200,200,1,0.9811546736227335,1
bounded-L0,known-L,36,200,200,1,0.9811546736227335,1
bounded-L0,known-L,37,200,200,1,0.9811546736227335,1
bounded-L0,known-L,38,200,200,1,0.9811546736227335,1
bounded-L0,known-L,39,200,200,1,0.9811546736227335,1
bounded-L0,known-L,40,200,200,1,0.9811546736227335,1
bounded-L0,known-L,41,200,200,1,0.9811546736227335,1
bounded-L0,known-L,42,200,200,1,0.9811546736227335,1
bounded-L0,known-L,43,200,200,1,0.9811546736227335,1
bounded-L0,known-L,44,200,200,1,0.9811546736227335,1
bounded-L0,known-L,45,200,200,1,0.9811546736227335,1
bounded-L0,known-L,46,200,200,1,0.9811546736227335,1
bounded-L0,known-L,47,200,200,1,0.9811546736227335,1
bounded-L0,known-L,48,200,200,1,0.9811546736227335,1
bounded-L0,known-L,49,200,200,1,0.9811546736227335,1
bounded-L0,known-L,50,200,200,1,0.9811546736227335,1
bounded-L0,known-L,51,200,200,1,0.9811546736227335,1
bounded-L0,known-L,52,200,200,1,0.9811546736227335,1
bounded-L0,known-L,53,200,200,1,0.9811546736227335,1
bounded-L0,known-L,54,200,200,1,0.9811546736227335,1
bounded-L0,known-L,55,200,200,1,0.9811546736227335,1
bounded-L0,known-L,56,200,200,1,0.9811546736227335,1
bounded-L0,known-L,57,200,200,1,0.9811546736227335,1
bounded-L0,known-L,58,200,200,1,0.9811546736227335,1
bounded-L0,known-L,59,200,200,1,0.9811546736227335,1
bounded-L0,known-L,60,200,200,1,0.9811546736227335,1
bounded-L1,random-no-repeat,0,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,random-no-repeat,1,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,random-no-repeat,2,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,random-no-repeat,3,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,random-no-repeat,4,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,random-no-repeat,5,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,random-no-repeat,6,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,random-no-repeat,7,200,1,0.005,0.0008831687156009814,0.02777370439789293
bounded-L1,random-no-repeat,8,200,1,0.005,0.0008831687156009814,0.02777370439789293
bounded-L1,random-no-repeat,9,200,1,0.005,0.0008831687156009814,0.02777370439789293
bounded-L1,random-no-repeat,10,200,1,0.005,0.0008831687156009814,0.02777370439789293
bounded-L1,random-no-repeat,11,200,2,0.01,0.0027466581335444384,0.0357217617161768
bounded-L1,random-no-repeat,12,200,2,0.01,0.0027466581335444384,0.0357217617161768
bounded-L1,random-no-repeat,13,200,2,0.01,0.0027466581335444384,0.0357217617161768
bounded-L1,random-no-repeat,14,200,2,0.01,0.0027466581335444384,0.0357217617161768
bounded-L1,random-no-repeat,15,200,2,0.01,0.0027466581335444384,0.0357217617161768
bounded-L1,random-no-repeat,16,200,2,0.01,0.0027466581335444384,0.0357217617161768
bounded-L1,random-no-repeat,17,200,2,0.01,0.0027466581335444384,0.0357217617161768
bounded-L1,random-no-repeat,18,200,3,0.015,0.00511423779325831,0.04316572879269026
bounded-L1,random-no-repeat,19,200,3,0.015,0.00511423779325831,0.04316572879269026
bounded-L1,random-no-repeat,20,200,3,0.015,0.00511423779325831,0.04316572879269026
bounded-L1,random-no-repeat,21,200,3,0.015,0.00511423779325831,0.04316572879269026
bounded-L1,random-no-repeat,22,200,3,0.015,0.00511423779325831,0.04316572879269026
bounded-L1,random-no-repeat,23,200,3,0.015,0.00511423779325831,0.04316572879269026
bounded-L1,random-no-repeat,24,200,3,0.015,0.00511423779325831,0.04316572879269026
bounded-L1,random-no-repeat,25,200,3,0.015,0.00511423779325831,0.04316572879269026
bounded-L1,random-no-repeat,26,200,3,0.015,0.00511423779325831,0.04316572879269026
bounded-L1,random-no-repeat,27,200,3,0.015,0.00511423779325831,0.04316572879269026
bounded-L1,random-no-repeat,28,200,4,0.02,0.0078044264163494685,0.050287086905826436
bounded-L1,random-no-repeat,29,200,5,0.025,0.010724719651761264,0.05717834040664198
bounded-L1,random-no-repeat,30,200,5,0.025,0.010724719651761264,0.05717834040664198
bounded-L1,random-no-repeat,31,200,5,0.025,0.010724719651761264,0.05717834040664198
bounded-L1,random-no-repeat,32,200,5,0.025,0.010724719651761264,0.05717834040664198
bounded-L1,random-no-repeat,33,200,5,0.025,0.010724719651761264,0.05717834040664198
bounded-L1,random-no-repeat,34,200,5,0.025,0.010724719651761264,0.05717834040664198
bounded-L1,random-no-repeat,35,200,5,0.025,0.010724719651761264,0.05717834040664198
bounded-L1,random-no-repeat,36,200,5,0.025,0.010724719651761264,0.05717834040664198
bounded-L1,random-no-repeat,37,200,5,0.025,0.010724719651761264,0.05717834040664198
bounded-L1,random-no-repeat,38,200,6,0.03,0.013820314340111346,0.06389429245451925
bounded-L1,random-no-repeat,39,200,6,0.03,0.013820314340111346,0.06389429245451925
bounded-L1,random-no-repeat,40,200,6,0.03,0.013820314340111346,0.06389429245451925
bounded-L1,random-no-repeat,41,200,6,0.03,0.013820314340111346,0.06389429245451925
bounded-L1,random-no-repeat,42,200,6,0.03,0.013820314340111346,0.06389429245451925
bounded-L1,random-no-repeat,43,200,6,0.03,0.013820314340111346,0.06389429245451925
bounded-L1,random-no-repeat,44,200,7,0.035,0.017055542008567192,0.07047061152229073
bounded-L1,random-no-repeat,45,200,7,0.035,0.017055542008567192,0.07047061152229073
bounded-L1,random-no-repeat,46,200,7,0.035,0.017055542008567192,0.07047061152229073
bounded-L1,random-no-repeat,47,200,7,0.035,0.017055542008567192,0.07047061152229073
bounded-L1,random-no-repeat,48,200,7,0.035,0.017055542008567192,0.07047061152229073
bounded-L1,random-no-repeat,49,200,7,0.035,0.017055542008567192,0.07047061152229073
bounded-L1,random-no-repeat,50,200,7,0.035,0.017055542008567192,0.07047061152229073
bounded-L1,random-no-repeat,51,200,8,0.04,0.020405632066152306,0.07693206820093293
bounded-L1,random-no-repeat,52,200,8,0.04,0.020405632066152306,0.07693206820093293
bounded-L1,random-no-repeat,53,200,8,0.04,0.020405632066152306,0.07693206820093293
bounded-L1,random-no-repeat,54,200,9,0.045,0.023852543001492997,0.0832967040018196
bounded-L1,random-no-repeat,55,200,9,0.045,0.023852543001492997,0.0832967040018196
bounded-L1,random-no-repeat,56,200,9,0.045,0.023852543001492997,0.0832967040018196
bounded-L1,random-no-repeat,57,200,9,0.045,0.023852543001492997,0.0832967040018196
bounded-L1,random-no-repeat,58,200,9,0.045,0.023852543001492997,0.0832967040018196
bounded-L1,random-no-repeat,59,200,9,0.045,0.023852543001492997,0.0832967040018196
bounded-L1,random-no-repeat,60,200,10,0.05,0.02738264560076393,0.08957814813877599
bounded-L1,strict,0,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,strict,1,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,strict,2,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,strict,3,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,strict,4,200,4,0.02,0.0078044264163494685,0.050287086905826436
bounded-L1,strict,5,200,14,0.07,0.042152171828342806,0.11405480885610647
bounded-L1,strict,6,200,25,0.125,0.08611974475712644,0.17801425002582347
bounded-L1,strict,7,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,8,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,9,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,10,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,11,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,12,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,13,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,14,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,15,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,16,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,17,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,18,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,19,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,20,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,21,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,22,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,23,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,24,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,25,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,26,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,27,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,28,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,29,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,30,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,31,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,32,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,33,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,34,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,35,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,36,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,37,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,38,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,39,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,40,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,41,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,42,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,43,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,44,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,45,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,46,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,47,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,48,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,49,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,50,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,51,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,52,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,53,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,54,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,55,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,56,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,57,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,58,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,59,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,strict,60,200,27,0.135,0.09446570454787906,0.18929138370752552
bounded-L1,fields,0,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,fields,1,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,fields,2,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,fields,3,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,fields,4,200,6,0.03,0.013820314340111346,0.06389429245451925
bounded-L1,fields,5,200,31,0.155,0.11139636927689314,0.21160690592342077
bounded-L1,fields,6,200,76,0.38,0.31559005848673627,0.44893281984380773
bounded-L1,fields,7,200,142,0.71,0.6436252189922268,0.7684597439293211
bounded-L1,fields,8,200,180,0.9,0.8505941875672826,0.9343295513309041
bounded-L1,fields,9,200,197,0.985,0.9568342712073097,0.9948857622067417
bounded-L1,fields,10,200,200,1,0.9811546736227335,1
bounded-L1,fields,11,200,200,1,0.9811546736227335,1
bounded-L1,fields,12,200,200,1,0.9811546736227335,1
bounded-L1,fields,13,200,200,1,0.9811546736227335,1
bounded-L1,fields,14,200,200,1,0.9811546736227335,1
bounded-L1,fields,15,200,200,1,0.9811546736227335,1
bounded-L1,fields,16,200,200,1,0.9811546736227335,1
bounded-L1,fields,17,200,200,1,0.9811546736227335,1
bounded-L1,fields,18,200,200,1,0.9811546736227335,1
bounded-L1,fields,19,200,200,1,0.9811546736227335,1
bounded-L1,fields,20,200,200,1,0.9811546736227335,1
bounded-L1,fields,21,200,200,1,0.9811546736227335,1
bounded-L1,fields,22,200,200,1,0.9811546736227335,1
bounded-L1,fields,23,200,200,1,0.9811546736227335,1
bounded-L1,fields,24,200,200,1,0.9811546736227335,1
bounded-L1,fields,25,200,200,1,0.9811546736227335,1
bounded-L1,fields,26,200,200,1,0.9811546736227335,1
bounded-L1,fields,27,200,200,1,0.9811546736227335,1
bounded-L1,fields,28,200,200,1,0.9811546736227335,1
bounded-L1,fields,29,200,200,1,0.9811546736227335,1
bounded-L1,fields,30,200,200,1,0.9811546736227335,1
bounded-L1,fields,31,200,200,1,0.9811546736227335,1
bounded-L1,fields,32,200,200,1,0.9811546736227335,1
bounded-L1,fields,33,200,200,1,0.9811546736227335,1
bounded-L1,fields,34,200,200,1,0.9811546736227335,1
bounded-L1,fields,35,200,200,1,0.9811546736227335,1
bounded-L1,fields,36,200,200,1,0.9811546736227335,1
bounded-L1,fields,37,200,200,1,0.9811546736227335,1
bounded-L1,fields,38,200,200,1,0.9811546736227335,1
bounded-L1,fields,39,200,200,1,0.9811546736227335,1
bounded-L1,fields,40,200,200,1,0.9811546736227335,1
bounded-L1,fields,41,200,200,1,0.9811546736227335,1
bounded-L1,fields,42,200,200,1,0.9811546736227335,1
bounded-L1,fields,43,200,200,1,0.9811546736227335,1
bounded-L1,fields,44,200,200,1,0.9811546736227335,1
bounded-L1,fields,45,200,200,1,0.9811546736227335,1
bounded-L1,fields,46,200,200,1,0.9811546736227335,1
bounded-L1,fields,47,200,200,1,0.9811546736227335,1
bounded-L1,fields,48,200,200,1,0.9811546736227335,1
bounded-L1,fields,49,200,200,1,0.9811546736227335,1
bounded-L1,fields,50,200,200,1,0.9811546736227335,1
bounded-L1,fields,51,200,200,1,0.9811546736227335,1
bounded-L1,fields,52,200,200,1,0.9811546736227335,1
bounded-L1,fields,53,200,200,1,0.9811546736227335,1
bounded-L1,fields,54,200,200,1,0.9811546736227335,1
bounded-L1,fields,55,200,200,1,0.9811546736227335,1
bounded-L1,fields,56,200,200,1,0.9811546736227335,1
bounded-L1,fields,57,200,200,1,0.9811546736227335,1
bounded-L1,fields,58,200,200,1,0.9811546736227335,1
bounded-L1,fields,59,200,200,1,0.9811546736227335,1
bounded-L1,fields,60,200,200,1,0.9811546736227335,1
bounded-L1,replies,0,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,replies,1,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,replies,2,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,replies,3,200,0,0,1.734723475976807e-18,0.018845326377266575
bounded-L1,replies,4,200,9,0.045,0.023852543001492997,0.0832967040018196
bounded-L1,replies,5,200,35,0.175,0.12860515066273331,0.23364431148248993
bounded-L1,replies,6,200,91,0.455,0.387482193098835,0.524213886275119
bounded-L1,replies,7,200,154,0.77,0.7069169563469642,0.8229065674093119
bounded-L1,replies,8,200,189,0.945,0.9042130012276914,0.9690146582965411
bounded-L1,replies,9,200,198,0.99,0.9642782382838231,0.9972533418664555
bounded-L1,replies,10,200,200,1,0.9811546736227335,1
bounded-L1,replies,11,200,200,1,0.9811546736227335,1
bounded-L1,replies,12,200,200,1,0.9811546736227335,1
bounded-L1,replies,13,200,200,1,0.9811546736227335,1
bounded-L1,replies,14,200,200,1,0.9811546736227335,1
